ym:pv:URL	ym:pv:dateTime	ym:pv:clientID	ym:pv:watchID
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:12	1780618152461490146	3080441593391481140
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:12	1780618152461490146	3080441593391481140
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:27	1780618152461490146	3080445517763182688
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:27	1780618152461490146	3080445517763182688
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:30	1780618152461490146	3080446324977172668
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-05 03:09:30	1780618152461490146	3080446324977172668
https://102procenta.ru/businka/articles/master-klassy-po-temlyakam/	2026-06-06 11:38:25	1780735106576983840	3111100309477785938
https://102procenta.ru/businka/articles/master-klassy-po-temlyakam/	2026-06-06 11:38:41	1780735106576983840	3111104316709536082
https://102procenta.ru/businka/articles/master-klassy-po-temlyakam/	2026-06-06 20:24:53	1780735106576983840	3119380725590131026
https://102procenta.ru/businka/articles/master-klassy-po-temlyakam/	2026-06-06 20:25:08	1780735106576983840	3119384634331234642
https://102procenta.ru/businka/articles/fenrir-weave-iz-paracorda/	2026-06-06 20:26:18	1780735106576983840	3119403057120804955
https://102procenta.ru/businka/items/003_Sergaunt_uv/item.html	2026-06-06 20:26:36	1780735106576983840	3119407865753764178
https://102procenta.ru/businka/categories/businka-category-all.html	2026-06-06 20:26:45	1780735106576983840	3119410085897961729
https://102procenta.ru/businka/articles/chto-takoe-parakord-i-instrumenty/	2026-06-06 10:50:14	1780732213634374661	3110342647087628357
https://102procenta.ru/businka/articles/chto-takoe-parakord-i-instrumenty/	2026-06-06 10:50:30	1780732213634374661	3110346568228143173
https://102procenta.ru/businka/articles/kak-plesti-kobru-s-mikrokordom-na-temlyake/	2026-06-06 19:00:05	1780761606589136399	3118047099256045592
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-06 00:59:53	178069679429814871	3101057038055637254
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-06 01:00:14	178069679429814871	3101062382778581254
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-06 11:27:34	1780734455807954194	3110929690841841941
https://102procenta.ru/businka/articles/pletenie-temlyaka-zmeika/	2026-06-06 11:27:50	1780734455807954194	3110933628827467991
https://102procenta.ru/businka/articles/zmeinyi-uzel-na-temlyake/	2026-06-06 23:37:35	1780778255200833911	3122411670567387425
https://102procenta.ru/businka/articles/zmeinyi-uzel-na-temlyake/	2026-06-06 23:37:50	1780778255200833911	3122415573589819496
https://102procenta.ru/businka/articles/dvojnoj-brilliantovyj-uzel-iz-parakorda/	2026-06-06 12:47:32	1780739252277054834	3112187407198584913
https://102procenta.ru/businka/articles/dvojnoj-brilliantovyj-uzel-iz-parakorda/	2026-06-06 12:47:47	1780739252277054834	3112191327863308345
https://102procenta.ru/businka/articles/chto-takoe-parakord-i-instrumenty/	2026-06-06 13:37:42	1780742262983836324	3112976342689513738
https://102procenta.ru/businka/articles/chto-takoe-parakord-i-instrumenty/	2026-06-06 13:37:43	1780742262983836324	3112976540417392842
https://102procenta.ru/businka/articles/kak-vplesti-businu-v-temlyak/	2026-06-06 16:58:59	1780754339788683858	3116142258042175731
https://102procenta.ru/businka/articles/kak-vplesti-businu-v-temlyak/	2026-06-06 16:59:14	1780754339788683858	3116146178171863283
